"f","e","d","tau_q","tau_s","v_s","results"
1.05555555555556,0.996666666666667,277.777777777778,6.11111111111111,911.111111111111,0.833333333333333,1.09469574792166
1.05555555555556,0.996666666666667,277.777777777778,7.66666666666667,911.111111111111,0.833333333333333,1.10108240988813
1.05555555555556,0.996666666666667,355.555555555556,7.66666666666667,911.111111111111,0.833333333333333,1.15831638148054
1.05555555555556,0.996666666666667,355.555555555556,7.66666666666667,911.111111111111,0.9,1.18116838963557
1.05555555555556,0.996666666666667,355.555555555556,7.66666666666667,733.333333333333,0.9,1.17345072361822
1.05555555555556,0.992222222222222,355.555555555556,7.66666666666667,733.333333333333,0.9,1.1710968851356
0.833333333333333,0.992222222222222,355.555555555556,7.66666666666667,733.333333333333,0.9,1.04636882116169
1.27777777777778,0.998888888888889,277.777777777778,6.88888888888889,466.666666666667,0.866666666666667,1.18545173581924
1.27777777777778,1.00333333333333,277.777777777778,6.88888888888889,466.666666666667,0.866666666666667,1.18819606528686
1.27777777777778,1.00333333333333,277.777777777778,6.88888888888889,466.666666666667,0.8,1.17148110066038
1.27777777777778,1.00333333333333,355.555555555556,6.88888888888889,466.666666666667,0.8,1.23486053503314
1.27777777777778,1.00333333333333,355.555555555556,5.33333333333333,466.666666666667,0.8,1.23215024850398
1.27777777777778,1.00333333333333,355.555555555556,5.33333333333333,644.444444444444,0.8,1.23625059793807
1.05555555555556,1.00333333333333,355.555555555556,5.33333333333333,644.444444444444,0.8,1.13174974894796
1.05555555555556,1.00555555555556,355.555555555556,4.55555555555556,377.777777777778,0.9,1.14785089949982
1.05555555555556,1.00111111111111,355.555555555556,4.55555555555556,377.777777777778,0.9,1.14518002867876
1.05555555555556,1.00111111111111,355.555555555556,4.55555555555556,200,0.9,1.11771086408983
0.833333333333333,1.00111111111111,355.555555555556,4.55555555555556,200,0.9,0.946382770252524
0.833333333333333,1.00111111111111,355.555555555556,3,200,0.9,0.935440043564504
0.833333333333333,1.00111111111111,277.777777777778,3,200,0.9,0.875076274651618
0.833333333333333,1.00111111111111,277.777777777778,3,200,0.833333333333333,0.817349186939426
0.5,1.00111111111111,394.444444444444,4.55555555555556,644.444444444444,0.866666666666667,0.791889504685186
0.5,1.00111111111111,394.444444444444,3,644.444444444444,0.866666666666667,0.770421095514846
0.722222222222222,1.00111111111111,394.444444444444,3,644.444444444444,0.866666666666667,0.921843938400876
0.722222222222222,1.00111111111111,394.444444444444,3,822.222222222222,0.866666666666667,0.940326413896797
0.722222222222222,1.00111111111111,316.666666666667,3,822.222222222222,0.866666666666667,0.90824199924958
0.722222222222222,1.00111111111111,316.666666666667,3,822.222222222222,0.8,0.839708992429668
0.722222222222222,1.00555555555556,316.666666666667,3,822.222222222222,0.8,0.841659637494707
1.16666666666667,1.00111111111111,550,7.66666666666667,555.555555555556,1,1.29679554591737
1.16666666666667,1.00111111111111,550,7.66666666666667,377.777777777778,1,1.29524468299874
1.16666666666667,1.00555555555556,550,7.66666666666667,377.777777777778,1,1.29676859651423
1.16666666666667,1.00555555555556,472.222222222222,7.66666666666667,377.777777777778,1,1.2762636143853
1.38888888888889,1.00555555555556,472.222222222222,7.66666666666667,377.777777777778,1,1.31981016869896
1.38888888888889,1.00555555555556,472.222222222222,7.66666666666667,377.777777777778,0.933333333333333,1.31763480803568
1.38888888888889,1.00555555555556,472.222222222222,6.11111111111111,377.777777777778,0.933333333333333,1.31747119566498
0.722222222222222,0.996666666666667,277.777777777778,9.22222222222222,911.111111111111,0.833333333333333,0.917638272522869
0.722222222222222,0.996666666666667,277.777777777778,9.22222222222222,733.333333333333,0.833333333333333,0.900056970451761
0.722222222222222,1.00111111111111,277.777777777778,9.22222222222222,733.333333333333,0.833333333333333,0.901658574912953
0.5,1.00111111111111,277.777777777778,9.22222222222222,733.333333333333,0.833333333333333,0.790888063208854
0.5,1.00111111111111,277.777777777778,7.66666666666667,733.333333333333,0.833333333333333,0.779825671171064
0.5,1.00111111111111,355.555555555556,7.66666666666667,733.333333333333,0.833333333333333,0.791124312524651
0.5,1.00111111111111,355.555555555556,7.66666666666667,733.333333333333,0.9,0.85089942991416
1.27777777777778,1.00111111111111,355.555555555556,7.66666666666667,822.222222222222,0.9,1.25759937226772
1.27777777777778,1.00111111111111,433.333333333333,7.66666666666667,822.222222222222,0.9,1.28744555710841
1.05555555555556,1.00111111111111,433.333333333333,7.66666666666667,822.222222222222,0.9,1.21687595290155
1.05555555555556,1.00111111111111,433.333333333333,7.66666666666667,644.444444444444,0.9,1.21101326366641
1.05555555555556,1.00111111111111,433.333333333333,9.22222222222222,644.444444444444,0.9,1.21256709760915
1.05555555555556,1.00111111111111,433.333333333333,9.22222222222222,644.444444444444,0.966666666666667,1.22795295755475
1.05555555555556,1.00555555555556,433.333333333333,9.22222222222222,644.444444444444,0.966666666666667,1.22981879773721
0.944444444444444,0.99,472.222222222222,7.66666666666667,288.888888888889,0.933333333333333,1.14031351959877
0.944444444444444,0.994444444444444,472.222222222222,7.66666666666667,288.888888888889,0.933333333333333,1.14267923254189
0.944444444444444,0.994444444444444,472.222222222222,7.66666666666667,466.666666666667,0.933333333333333,1.16225460841669
0.944444444444444,0.994444444444444,550,7.66666666666667,466.666666666667,0.933333333333333,1.18911532077267
0.944444444444444,0.994444444444444,550,9.22222222222222,466.666666666667,0.933333333333333,1.19033481636777
0.722222222222222,0.994444444444444,550,9.22222222222222,466.666666666667,0.933333333333333,1.01777661361152
0.722222222222222,0.994444444444444,550,9.22222222222222,466.666666666667,1,1.0538099468706
0.833333333333333,1.00555555555556,238.888888888889,4.55555555555556,200,0.933333333333333,0.883918297926408
0.833333333333333,1.00111111111111,238.888888888889,4.55555555555556,200,0.933333333333333,0.88186088035006
0.833333333333333,1.00111111111111,238.888888888889,6.11111111111111,200,0.933333333333333,0.888840192636594
0.611111111111111,1.00111111111111,238.888888888889,6.11111111111111,200,0.933333333333333,0.769182154317539
0.611111111111111,1.00111111111111,238.888888888889,6.11111111111111,377.777777777778,0.933333333333333,0.837076577883697
0.611111111111111,1.00111111111111,316.666666666667,6.11111111111111,377.777777777778,0.933333333333333,0.859273009741307
0.611111111111111,1.00111111111111,316.666666666667,6.11111111111111,377.777777777778,1,0.921375438878066
1.27777777777778,0.99,238.888888888889,7.66666666666667,288.888888888889,0.866666666666667,1.12261114260877
1.27777777777778,0.99,238.888888888889,7.66666666666667,288.888888888889,0.933333333333333,1.14319827022333
1.27777777777778,0.994444444444444,238.888888888889,7.66666666666667,288.888888888889,0.933333333333333,1.14593641633271
1.27777777777778,0.994444444444444,238.888888888889,9.22222222222222,288.888888888889,0.933333333333333,1.14752295608239
1.27777777777778,0.994444444444444,238.888888888889,9.22222222222222,466.666666666667,0.933333333333333,1.16860779192453
1.5,0.994444444444444,238.888888888889,9.22222222222222,466.666666666667,0.933333333333333,1.22993121760517
1.5,0.994444444444444,316.666666666667,9.22222222222222,466.666666666667,0.933333333333333,1.28463634520218
