"Index","P","Q","E"
1970-04-11,2.18,0.0574733390709169,1.6
1970-04-12,0,0.0572660517085255,3.44
1970-04-13,12.98,0.0570595119632259,3.04
1970-04-14,0,0.0568537171386099,2.4
1970-04-15,0,0.0566486645479946,1.84
1970-04-16,0,0.0564443515143868,4.08
1970-04-17,0,0.0562407753704487,3.04
1970-04-18,0,0.0560379334584623,2.24
1970-04-19,0,0.0558358231302955,3.04
1970-04-20,0,0.0556344417473669,2.88
1970-04-21,0,0.0554337866806115,2.4
1970-04-22,7.12,0.0552338553104469,0.8
1970-04-23,48.84,0.650481977816766,4.08
1970-04-24,0.53,0.514914643471518,0.64
1970-04-25,9.64,0.798472177453665,4.08
1970-04-26,0.37,0.622091356767003,2.4
1970-04-27,9.32,0.910723610169722,2.24
1970-04-28,29.83,2.59405210268863,4.88
1970-04-29,0,1.93691986998923,3.44
1970-04-30,0,1.45246016615817,1.6
1970-05-01,0,1.09527715505807,1.04
1970-05-02,0,0.83190970971697,1.6
1970-05-03,0.1,0.644114852175507,3.04
1970-05-04,0,0.499203141454131,4.24
1970-05-05,0,0.392301078139565,1.44
1970-05-06,2.35,0.447023445113541,1.2
1970-05-07,3.17,0.539156462028136,0
1970-05-08,0.06,0.426111978780363,3.04
1970-05-09,0,0.339112203514667,3.04
1970-05-10,0,0.274894685020998,2
1970-05-11,0,0.2274702207646,0.64
1970-05-12,0,0.192424187514662,1.6
1970-05-13,0,0.166502579419768,1.2
1970-05-14,0,0.147306877995639,2.24
1970-05-15,10.97,0.7067263859417,0.4
1970-05-16,0.43,0.571995007871103,1.6
1970-05-17,2.2,0.57420514841823,4.64
1970-05-18,19.8,1.70354020944066,1.44
1970-05-19,0,1.28618103047665,1.44
1970-05-20,0,0.978436884239036,1.6
1970-05-21,0.37,0.776550796980142,2.64
1970-05-22,5.3,0.960912470005499,2
1970-05-23,0,0.739592578935076,1.44
1970-05-24,0,0.576345479947761,0.64
1970-05-25,0,0.455904057743702,0.8
1970-05-26,0,0.367014968935312,1.44
1970-05-27,0,0.301383408595375,1.2
1970-05-28,0,0.252895301050451,1.04
1970-05-29,14.51,1.20123323869175,0.4
1970-05-30,0.13,0.928686319383049,0.64
1970-05-31,3.95,1.01235036296515,0.4
1970-06-01,0,0.780642634678065,1.2551724137931
1970-06-02,0.1,0.617168832314055,1.2
1970-06-03,0,0.489131629586644,1.44
1970-06-04,0.1,0.401822334366499,0.4
1970-06-05,2.56,0.515967322579659,1.2
1970-06-06,0,0.41479064484557,0.4
1970-06-07,0,0.340089306946339,1.2
1970-06-08,0.14,0.294828910235374,0.64
1970-06-09,0,0.251450634713061,0.8
1970-06-10,0.53,0.256326509160511,2.64
1970-06-11,14.59,1.29263903103196,0.24
1970-06-12,1.19,1.08427159353068,0.4
1970-06-13,0,0.836721765629348,1.44
1970-06-14,0.1,0.661894164269218,1.2
1970-06-15,4.76,0.89817217168891,1.6
1970-06-16,22.94,2.67623844653186,0.8
1970-06-17,0.06,2.02276325288338,1.2
1970-06-18,0,1.53540731039368,1.84
1970-06-19,0,1.17601853967852,1.6
1970-06-20,0,0.910954540517831,0.64
1970-06-21,0,0.715417605090765,1.84
1970-06-22,0.14,0.583081884117571,0.64
1970-06-23,0,0.473465826225665,2.4
1970-06-24,0,0.392510647863546,1.84
1970-06-25,4.2,0.677387727759616,0.4
1970-06-26,0,0.543620856200746,0.4
1970-06-27,6.26,0.975555528395128,1.04
1970-06-28,0.26,0.787115237687089,2.88
1970-06-29,7.91,1.30349707350255,2.24
1970-06-30,0,1.0084506526981,1.84
1970-07-01,10.34,1.69480120869523,1.84
1970-07-02,1.07,1.39476772298582,1.2
1970-07-03,5.92,1.61110725307775,2.64
1970-07-04,0,1.23943159189887,0.64
1970-07-05,0.6,1.0184788006373,2.4
1970-07-06,7.96,1.51015488017291,2
1970-07-07,0,1.16691770357119,1.2
1970-07-08,0,0.91372468385061,1.44
1970-07-09,0,0.726903624202981,2
1970-07-10,0,0.589005821455128,2
1970-07-11,0,0.48716988972124,0.24
1970-07-12,0,0.41191574004353,1.6
1970-07-13,0,0.356255626637797,2
1970-07-14,0,0.315038901920643,0.4
1970-07-15,0,0.284469037533093,0.8
1970-07-16,0,0.26174762207988,1.2
1970-07-17,0.73,0.300962581726181,2
1970-07-18,0,0.273711430061878,2.24
1970-07-19,0.2,0.26805826571337,3.04
1970-07-20,1.37,0.34607108741838,2
1970-07-21,1.19,0.389883278518359,2.24
1970-07-22,0.14,0.348685920002508,2
1970-07-23,0,0.308615356462986,1.6
1970-07-24,0,0.278893367627163,1.84
1970-07-25,0,0.256799951365641,2.88
1970-07-26,0,0.240330200376659,0.64
1970-07-27,0,0.228006301480367,3.84
1970-07-28,0,0.21873896089914,0.64
1970-07-29,0,0.211725261274334,1.6
1970-07-30,0,0.20637337239958,0.8
1970-07-31,0,0.202247055742766,1.84
1970-08-01,0.6,0.229747847662275,3.28
1970-08-02,24.46,1.69733276852247,2.88
1970-08-03,4.14,1.59667824868241,1.84
1970-08-04,5.95,1.66413648789875,2.24
1970-08-05,0.06,1.28739916075432,1.84
1970-08-06,0.14,1.01509842914333,3.04
1970-08-07,0,0.804268650964317,1.6
1970-08-08,0,0.648664566906044,2
1970-08-09,0,0.533767894582268,2.64
