"f","e","d","tau_q","tau_s","v_s","results"
0.722222222222222,1.00333333333333,550,3,1000,0.8,0.458541205022389
0.722222222222222,1.00333333333333,550,3,822.222222222222,0.8,0.452521057477485
0.5,1.00333333333333,550,3,822.222222222222,0.8,0.38207966234418
0.5,1.00777777777778,550,3,822.222222222222,0.8,0.381612311804233
0.5,1.00777777777778,550,4.55555555555556,822.222222222222,0.8,0.388935512246065
0.5,1.00777777777778,472.222222222222,4.55555555555556,822.222222222222,0.8,0.387319452310578
0.5,1.00777777777778,472.222222222222,4.55555555555556,822.222222222222,0.866666666666667,0.433069133894494
1.5,1.00777777777778,433.333333333333,7.66666666666667,822.222222222222,0.7,0.609002642735132
1.5,1.00777777777778,355.555555555556,7.66666666666667,822.222222222222,0.7,0.611894913387067
1.5,1.00777777777778,355.555555555556,7.66666666666667,822.222222222222,0.766666666666667,0.614243553430553
1.5,1.00777777777778,355.555555555556,6.11111111111111,822.222222222222,0.766666666666667,0.613313258097904
1.5,1.00777777777778,355.555555555556,6.11111111111111,644.444444444444,0.766666666666667,0.612869003682957
1.5,1.00333333333333,355.555555555556,6.11111111111111,644.444444444444,0.766666666666667,0.612494127816382
1.27777777777778,1.00333333333333,355.555555555556,6.11111111111111,644.444444444444,0.766666666666667,0.612494127816382
1.05555555555556,0.998888888888889,355.555555555556,5.33333333333333,555.555555555556,0.9,0.60916721613698
1.05555555555556,0.998888888888889,433.333333333333,5.33333333333333,555.555555555556,0.9,0.61346051406521
1.05555555555556,0.998888888888889,433.333333333333,5.33333333333333,733.333333333333,0.9,0.613952719669667
1.27777777777778,0.998888888888889,433.333333333333,5.33333333333333,733.333333333333,0.9,0.616184381171227
1.27777777777778,0.998888888888889,433.333333333333,3.77777777777778,733.333333333333,0.9,0.615502089957586
1.27777777777778,0.998888888888889,433.333333333333,3.77777777777778,733.333333333333,0.833333333333333,0.611249149478916
1.27777777777778,1.00333333333333,433.333333333333,3.77777777777778,733.333333333333,0.833333333333333,0.611575755417664
0.611111111111111,0.996666666666667,433.333333333333,4.55555555555556,555.555555555556,0.933333333333333,0.450889117882352
0.611111111111111,0.996666666666667,433.333333333333,4.55555555555556,733.333333333333,0.933333333333333,0.46098182767079
0.611111111111111,1.00111111111111,433.333333333333,4.55555555555556,733.333333333333,0.933333333333333,0.4612551018667
0.833333333333333,1.00111111111111,433.333333333333,4.55555555555556,733.333333333333,0.933333333333333,0.56247454006214
0.833333333333333,1.00111111111111,433.333333333333,6.11111111111111,733.333333333333,0.933333333333333,0.564056671378996
0.833333333333333,1.00111111111111,433.333333333333,6.11111111111111,733.333333333333,0.866666666666667,0.548019770485796
0.833333333333333,1.00111111111111,511.111111111111,6.11111111111111,733.333333333333,0.866666666666667,0.557068638123988
0.722222222222222,0.998888888888889,550,4.55555555555556,733.333333333333,0.766666666666667,0.44221764588549
0.722222222222222,0.998888888888889,550,3,733.333333333333,0.766666666666667,0.433189093442969
0.722222222222222,1.00333333333333,550,3,733.333333333333,0.766666666666667,0.43471964131831
0.5,1.00333333333333,550,3,733.333333333333,0.766666666666667,0.363902259270344
0.5,1.00333333333333,550,3,733.333333333333,0.833333333333333,0.404109848965265
0.5,1.00333333333333,550,3,555.555555555556,0.833333333333333,0.404126032853033
0.5,1.00333333333333,472.222222222222,3,555.555555555556,0.833333333333333,0.40291854088875
1.05555555555556,1.00555555555556,200,6.11111111111111,466.666666666667,0.933333333333333,0.574993795526489
1.05555555555556,1.00555555555556,200,6.11111111111111,288.888888888889,0.933333333333333,0.568918011664769
1.05555555555556,1.00555555555556,200,4.55555555555556,288.888888888889,0.933333333333333,0.567408652583655
1.05555555555556,1.00111111111111,200,4.55555555555556,288.888888888889,0.933333333333333,0.566132999061636
1.05555555555556,1.00111111111111,277.777777777778,4.55555555555556,288.888888888889,0.933333333333333,0.59658877035636
0.833333333333333,1.00111111111111,277.777777777778,4.55555555555556,288.888888888889,0.933333333333333,0.513880135336701
0.833333333333333,1.00111111111111,277.777777777778,4.55555555555556,288.888888888889,1,0.537931673878088
0.722222222222222,1.00555555555556,238.888888888889,9.22222222222222,733.333333333333,0.866666666666667,0.458709602265626
0.722222222222222,1.01,238.888888888889,9.22222222222222,733.333333333333,0.866666666666667,0.459656454134904
0.944444444444444,1.01,238.888888888889,9.22222222222222,733.333333333333,0.866666666666667,0.557385471004223
0.944444444444444,1.01,238.888888888889,7.66666666666667,733.333333333333,0.866666666666667,0.55535373075543
0.944444444444444,1.01,238.888888888889,7.66666666666667,911.111111111111,0.866666666666667,0.559619441806684
0.944444444444444,1.01,316.666666666667,7.66666666666667,911.111111111111,0.866666666666667,0.581404604349353
0.944444444444444,1.01,316.666666666667,7.66666666666667,911.111111111111,0.8,0.571080553134273
1.16666666666667,1.00333333333333,394.444444444444,9.22222222222222,200,0.866666666666667,0.62070019489272
1.16666666666667,1.00333333333333,394.444444444444,9.22222222222222,200,0.933333333333333,0.62324671022321
1.16666666666667,1.00333333333333,394.444444444444,7.66666666666667,200,0.933333333333333,0.622972356450131
1.16666666666667,1.00333333333333,394.444444444444,7.66666666666667,377.777777777778,0.933333333333333,0.620294398403717
1.16666666666667,1.00333333333333,472.222222222222,7.66666666666667,377.777777777778,0.933333333333333,0.61849088063314
1.16666666666667,0.998888888888889,472.222222222222,7.66666666666667,377.777777777778,0.933333333333333,0.618278177743602
1.38888888888889,0.998888888888889,472.222222222222,7.66666666666667,377.777777777778,0.933333333333333,0.618278177743602
1.05555555555556,1.00777777777778,316.666666666667,6.88888888888889,911.111111111111,0.966666666666667,0.616189643272933
1.05555555555556,1.00777777777778,316.666666666667,6.88888888888889,911.111111111111,0.9,0.60967525111559
1.05555555555556,1.00333333333333,316.666666666667,6.88888888888889,911.111111111111,0.9,0.608832934094519
1.27777777777778,1.00333333333333,316.666666666667,6.88888888888889,911.111111111111,0.9,0.621911276638735
1.27777777777778,1.00333333333333,316.666666666667,6.88888888888889,733.333333333333,0.9,0.620904925035232
1.27777777777778,1.00333333333333,394.444444444444,6.88888888888889,733.333333333333,0.9,0.618203793022819
1.27777777777778,1.00333333333333,394.444444444444,8.44444444444444,733.333333333333,0.9,0.618629913176562
0.722222222222222,1.00777777777778,472.222222222222,3,377.777777777778,0.7,0.381948820866853
0.722222222222222,1.00777777777778,550,3,377.777777777778,0.7,0.395458780201057
0.722222222222222,1.00333333333333,550,3,377.777777777778,0.7,0.393658714305744
0.722222222222222,1.00333333333333,550,4.55555555555556,377.777777777778,0.7,0.404634467203747
0.722222222222222,1.00333333333333,550,4.55555555555556,377.777777777778,0.766666666666667,0.430008356942388
0.944444444444444,1.00333333333333,550,4.55555555555556,377.777777777778,0.766666666666667,0.592835433776975
0.944444444444444,1.00333333333333,550,4.55555555555556,555.555555555556,0.766666666666667,0.591999931711217
